DATE,DATE_WEEK,DATE_MON,PGM_CODE,PGM_NAME,STIME,schedule_title,guestname,daily_corner,weekly_corner,dau_today,dau_pw,dau_wow,dau_yday,wau_today,wau_pw,mau_today,mau_pw,new_today,new_pw,new_wow,new_pct,react_today,react_pw,react_wow,react_pct,react_rate,react_rate_pw,react_rate_diff,churn_rate,churn_rate_pw,churn_diff,dau_1min,dau_10min,deep_rate,deep_rate_pw,deep_rate_diff,d1_ret,d1_ret_pw,d1_diff,d7_ret,d7_ret_pw,d7_diff,new_d1_ret,new_d1_ret_pw,new_d1_diff,new_d7_ret,new_d7_ret_pw,new_d7_diff,engage_rate,engage_rate_pw,engage_diff,habit_rate,habit_rate_pw,habit_diff,dau_week,dau_week_pw,dau_week_wow,new_week,new_week_pw,new_week_wow,new_week_pct,react_week,react_week_pw,react_week_wow,react_week_pct,react_rate_week,react_rate_week_pw,react_rate_week_diff,churn_week,churn_week_pw,churn_week_diff,wau_1min,wau_10min,deep_rate_week,deep_rate_week_pw,deep_rate_week_diff,w1_ret,w1_ret_pw,w1_diff,new_w1_ret,new_w1_ret_pw,new_w1_diff,engage_week,engage_week_pw,engage_week_diff,habit_week,habit_week_pw,habit_week_diff,dau_mon,dau_mon_pw,dau_mon_wow,new_mon,new_mon_pw,new_mon_wow,new_mon_pct,react_mon,react_mon_pw,react_mon_wow,react_mon_pct,react_rate_mon,react_rate_mon_pw,react_rate_mon_diff,churn_mon,churn_mon_pw,churn_mon_diff,mau_1min,mau_10min,deep_rate_mon,deep_rate_mon_pw,deep_rate_mon_diff,m1_ret,m1_ret_pw,m1_diff,new_m1_ret,new_m1_ret_pw,new_m1_diff,engage_mon,engage_mon_pw,engage_mon_diff,habit_mon,habit_mon_pw,habit_mon_diff,dau_week_avg,dau_mon_avg,wau_mon_avg
2026/04/25,2026/04/13,2026/03/01,F06,아름다운 이 아침 봉태규입니다,0900,,,,,27944,28272,-1.2,41828,97621,99944,213691,214504,696,748,-7.0,2.5,3564,1678,112.4,12.8,3.2,2.6,0.6,57.3,57.1,0.2,24338,20695,85.0,84.9,0.1,25.98,25.89,0.1,38.61,39.12,-0.5,11.29,11.61,-0.3,15.37,17.26,-1.9,0.6,0.4,0.2,6.5,4.6,1.9,100838,100442,0.4,6100,6701,-9.0,6.0,,,,,,,,14.5,14.6,-0.1,87651,75985,86.7,86.6,0.1,62.35,61.87,0.5,19.80,16.63,3.2,1.8,2.0,-0.2,5.5,2.7,2.8,218497,,,15309,,,7.0,,,,,,,,,,,183117,155244,84.8,,,76.73,,,1.69,,,1.9,,,0.1,,,37436,37156,103461
2026/04/25,2026/04/13,2026/03/01,F07,박하선의 씨네타운,1100,,,,,17213,17442,-1.3,27462,68557,70457,161733,163178,521,503,3.6,3.0,1809,817,121.4,10.5,2.2,1.7,0.5,58.1,58.4,-0.3,15294,12649,82.7,82.7,0.0,23.15,22.59,0.6,34.93,34.38,0.5,13.36,12.20,1.2,15.31,16.13,-0.8,0.9,0.8,0.1,5.5,6.3,-0.8,70808,70832,0.0,4446,4902,-9.3,6.3,,,,,,,,13.9,14.0,-0.1,61403,52207,85.0,85.0,0.0,58.15,57.52,0.6,16.79,13.66,3.1,1.2,1.2,0.0,5.9,2.5,3.4,166013,,,10397,,,6.3,,,,,,,,,,,139172,115380,82.9,,,72.48,,,1.05,,,1.0,,,0.1,,,24936,24953,72603
2026/04/25,2026/04/13,2026/03/01,F08,12시엔 주현영,1200,,,,,20708,20870,-0.8,34297,87714,88987,205505,206554,898,772,16.3,4.3,2470,1169,111.3,11.9,2.3,1.9,0.4,59.1,59.1,0.0,17337,14039,81.0,81.7,-0.7,21.99,21.84,0.1,33.78,33.82,0.0,10.15,10.40,-0.2,12.18,14.05,-1.9,0.5,0.6,-0.1,8.1,4.9,3.2,89567,89983,-0.5,6385,7063,-9.6,7.1,,,,,,,,16.2,16.7,-0.5,75154,62352,83.0,82.5,0.5,57.21,56.78,0.4,17.70,13.67,4.0,1.4,1.5,-0.1,5.2,2.3,2.9,211013,,,17086,,,8.1,,,,,,,,,,,171951,138922,80.8,,,73.17,,,1.40,,,1.3,,,0.1,,,30720,30925,91526
2026/04/25,2026/04/13,2026/03/01,F09,두시탈출 컬투쇼,1400,,,,,23826,23994,-0.7,42710,106355,109519,243323,243803,1012,926,9.3,4.2,3638,1828,99.0,15.3,2.8,2.4,0.4,60.9,60.4,0.5,21305,18411,86.4,86.3,0.1,20.68,20.66,0.0,33.37,33.66,-0.3,9.82,9.67,0.2,13.17,13.94,-0.8,0.6,0.5,0.1,6.2,4.8,1.4,109958,112014,-1.8,9345,10083,-7.3,8.5,,,,,,,,20.4,20.2,0.2,98669,86942,88.1,87.2,0.9,58.67,58.92,-0.2,21.01,17.99,3.0,1.9,2.0,-0.1,4.9,3.2,1.7,243807,,,24501,,,10.0,,,,,,,,,,,211745,183454,86.6,,,75.04,,,1.45,,,2.2,,,0.1,,,38275,37460,108613
2026/04/25,2026/04/13,2026/03/01,F10,황제파워,1600,,,,,18795,19237,-2.3,38131,95632,100064,209476,210637,589,649,-9.2,3.1,2661,1371,94.1,14.2,2.3,1.9,0.4,55.8,55.5,0.3,16445,13783,83.8,83.5,0.3,19.45,19.47,0.0,32.69,32.42,0.3,10.50,10.91,-0.4,13.41,13.03,0.4,1.5,1.6,-0.1,6.8,5.3,1.5,100232,98570,1.7,6972,7102,-1.8,7.0,,,,,,,,14.8,15.1,-0.3,87114,73703,84.6,84.9,-0.3,61.09,60.47,0.6,20.47,16.99,3.5,2.6,2.5,0.1,5.1,2.9,2.2,210984,,,17346,,,8.2,,,,,,,,,,,178817,150177,84.0,,,74.77,,,0.80,,,2.6,,,0.1,,,34662,33476,96822
2026/04/25,2026/04/13,2026/03/01,F11,박소현의 러브게임,1800,,,,,13738,13982,-1.7,25968,73449,75790,163187,164483,478,469,1.9,3.5,1818,1025,77.4,13.2,2.0,1.9,0.1,45.7,45.8,-0.1,11943,9861,82.6,82.0,0.6,21.33,20.94,0.4,32.28,32.40,-0.1,12.90,10.94,2.0,10.66,12.60,-1.9,0.6,0.8,-0.2,7.0,5.8,1.2,75648,74199,2.0,5119,5354,-4.4,6.8,,,,,,,,14.3,14.3,0.0,64859,53685,82.8,83.1,-0.3,58.69,58.04,0.6,17.11,15.54,1.6,1.7,1.9,-0.2,4.3,2.6,1.7,166988,,,12870,,,7.7,,,,,,,,,,,139445,114918,82.4,,,74.18,,,1.21,,,1.8,,,0.1,,,24563,24602,75005
2026/04/25,2026/04/13,2026/03/01,F12,웬디의 영스트리트,2000,,,,,9513,9165,3.8,11855,43621,43579,117675,117694,535,409,30.8,5.6,1035,556,86.2,10.9,1.8,1.9,-0.1,33.7,33.7,0.0,7480,5712,76.4,78.0,-1.6,25.79,24.83,1.0,28.65,28.76,-0.1,11.16,10.74,0.4,10.02,9.24,0.8,1.4,1.5,-0.1,7.9,5.8,2.1,43682,43907,-0.5,3600,4971,-27.6,8.2,,,,,,,,18.6,18.1,0.5,33540,25939,77.3,77.5,-0.2,44.94,43.90,1.0,8.29,10.38,-2.1,2.2,3.1,-0.9,3.2,1.3,1.9,122293,,,13060,,,10.7,,,,,,,,,,,91012,70249,77.2,,,65.19,,,1.16,,,1.7,,,0.1,,,12174,12834,44914
2026/04/25,2026/04/13,2026/03/01,F13,배성재의 텐,2200,,,,,5099,5098,0.0,6357,23229,23722,67477,68195,230,242,-5.0,4.5,501,232,115.9,9.8,1.6,1.5,0.1,26.9,26.7,0.2,4170,3323,79.7,77.5,2.2,27.45,27.47,0.0,28.17,27.39,0.8,14.71,15.77,-1.1,10.33,7.58,2.8,1.0,0.9,0.1,4.3,7.0,-2.7,23577,23803,-0.9,2038,2088,-2.4,8.6,,,,,,,,16.7,16.2,0.5,18068,14199,78.6,78.6,0.0,40.73,39.92,0.8,9.39,10.54,-1.1,1.6,1.8,-0.2,2.9,1.6,1.3,68560,,,6049,,,8.8,,,,,,,,,,,51606,39752,77.0,,,59.60,,,1.01,,,1.4,,,0.1,,,6550,6781,24261
2026/04/25,2026/04/13,2026/03/01,G00,,,,,,,17124,17449,-1.9,21334,65377,68680,188487,191998,1021,1007,1.4,6.0,3199,1856,72.4,18.7,3.8,4.2,-0.4,53.5,52.6,0.9,9810,7594,77.4,78.1,-0.7,28.96,29.21,-0.2,31.28,30.70,0.6,6.56,6.94,-0.4,7.15,6.87,0.3,0.4,0.4,0.0,0.0,0.0,0.0,68784,70346,-2.2,8492,9461,-10.2,12.3,,,,,,,,24.2,23.7,0.5,36446,28319,77.7,77.6,0.1,46.13,43.45,2.7,11.49,13.43,-1.9,0.6,0.7,-0.1,1.0,1.0,0.0,195873,,,28223,,,14.4,,,,,,,,,,,99523,75516,75.9,,,66.86,,,2.61,,,0.4,,,0.1,,,20913,24317,76539
2026/04/25,2026/04/13,2026/03/01,L00,,,,,,,74277,74018,0.3,113768,245264,245449,468447,464837,3239,3339,-3.0,4.4,17878,10989,62.7,24.1,7.2,7.2,0.0,58.0,57.2,0.8,40783,31821,78.0,78.1,-0.1,35.89,36.39,-0.5,44.75,44.51,0.2,12.67,16.92,-4.3,14.17,16.94,-2.8,2.2,2.2,0.0,2.7,2.2,0.5,245819,248210,-1.0,27159,29435,-7.7,11.0,,,,,,,,25.7,26.5,-0.8,148237,119629,80.7,79.8,0.9,67.46,66.87,0.6,25.78,25.65,0.1,3.4,3.7,-0.3,3.8,3.2,0.6,463475,,,71514,,,15.4,,,,,,,,,,,284316,217387,76.5,,,80.67,,,6.79,,,2.8,,,0.3,,,102216,96545,235810
2026/04/25,2026/04/13,2026/03/01,L01,YESTERDAY 20,0000,,,,,5392,5324,1.3,5566,17471,17615,48994,49106,164,139,18.0,3.0,279,181,54.1,5.2,1.3,1.7,-0.4,31.3,30.0,1.3,3672,3005,81.8,83.8,-2.0,36.44,36.98,-0.5,33.47,31.69,1.8,7.38,9.09,-1.7,12.23,5.86,6.4,2.7,2.3,0.4,7.1,3.2,3.9,17440,17687,-1.4,1079,1198,-9.9,6.2,,,,,,,,17.9,19.2,-1.3,11784,9476,80.4,80.1,0.3,44.68,42.87,1.8,10.10,10.92,-0.8,3.1,3.1,0.0,1.8,1.1,0.7,49849,,,3233,,,6.5,,,,,,,,,,,33104,25593,77.3,,,62.79,,,2.92,,,1.7,,,0.0,,,5391,5561,18167
2026/04/25,2026/04/13,2026/03/01,L02,Love20(재),0200,,,,,3351,3553,-5.7,3732,11537,11577,31789,31725,91,82,11.0,2.7,229,141,62.4,6.8,1.6,2.1,-0.5,34.3,28.7,5.6,2758,2403,87.1,87.2,-0.1,34.70,39.72,-5.0,33.32,31.74,1.6,4.17,12.64,-8.5,7.32,8.47,-1.2,1.5,1.3,0.2,5.6,1.8,3.8,11562,11373,1.7,785,751,4.5,6.8,,,,,,,,16.5,17.0,-0.5,9046,7856,86.8,86.8,0.0,45.88,43.66,2.2,9.59,10.77,-1.2,2.5,2.3,0.2,1.0,1.1,-0.1,32345,,,2077,,,6.4,,,,,,,,,,,24119,20336,84.3,,,61.50,,,1.27,,,1.2,,,0.0,,,3554,3513,11708
2026/04/25,2026/04/13,2026/03/01,L03,OLDIES 20(재),0400,,,,,5474,5377,1.8,8979,23543,23178,54118,53337,109,123,-11.4,2.0,450,265,69.8,8.2,1.6,1.7,-0.1,42.4,41.9,0.5,3358,2478,73.8,75.1,-1.3,24.31,25.90,-1.6,33.35,33.57,-0.2,3.56,10.56,-7.0,4.88,11.72,-6.8,1.0,0.9,0.1,5.9,2.0,3.9,23456,22800,2.9,1052,1079,-2.5,4.5,,,,,,,,11.5,12.1,-0.6,15763,11114,70.5,70.8,-0.3,54.97,53.76,1.2,12.23,11.90,0.3,1.2,1.3,-0.1,2.2,1.2,1.0,52374,,,2320,,,4.4,,,,,,,,,,,35067,24731,70.5,,,70.45,,,2.00,,,0.7,,,0.1,,,7547,6942,21749
2026/04/25,2026/04/13,2026/03/01,L04,,,,,,,0,0,,0,0,0,0,0,0,0,,,0,0,,,0,0,0.0,,,,0,0,,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,,0,0,,,,,,,,,,,,,0,0,,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,,,0,,,,,,,,,,,,,,0,0,,,,0,,,0,,,0,,,0,,,0,0,0
2026/04/25,2026/04/13,2026/03/01,L05,고현준의 뉴스 브리핑,0600,,,,,0,0,,21826,41791,41854,74797,73973,0,0,,,0,0,,,0.0,0.0,0.0,54.1,53.6,0.5,0,0,,,,0.00,0.00,0.0,0,0,0.0,0.00,0.00,0.0,0,0,0.0,0,0,0.0,0,0,0.0,41854,40987,2.1,1391,1267,9.8,3.3,,,,,,,,8.9,8.9,0.0,31750,27230,85.8,86.0,-0.2,68.34,67.28,1.1,25.73,13.60,12.1,1.1,1.1,0.0,2.5,1.4,1.1,71984,,,2950,,,4.1,,,,,,,,,,,51479,41678,81.0,,,80.18,,,2.58,,,1.1,,,0.1,,,15726,14151,36859
2026/04/25,2026/04/13,2026/03/01,L06,김태현의 정치쇼,0700,,,,,0,0,,40672,88685,89788,165186,164284,0,0,,,0,0,,,0.0,0.0,0.0,58.1,57.5,0.6,0,0,,,,0.00,0.00,0.0,0,0,0.0,0.00,0.00,0.0,0,0,0.0,0,0,0.0,0,0,0.0,89788,88481,1.5,4234,3895,8.7,4.7,,,,,,,,12.0,12.1,-0.1,48756,36116,74.1,73.8,0.3,65.25,64.56,0.7,23.93,15.26,8.7,1.3,1.2,0.1,1.7,1.2,0.5,161569,,,8973,,,5.6,,,,,,,,,,,87805,59604,67.9,,,78.39,,,3.35,,,1.0,,,0.0,,,29581,26537,78586
2026/04/25,2026/04/13,2026/03/01,L07,이숙영의 러브FM,0900,,,,,0,0,,26510,63621,64213,135352,135201,0,0,,,0,0,,,0.0,0.0,0.0,53.9,53.1,0.8,0,0,,,,0.00,0.00,0.0,0,0,0.0,0.00,0.00,0.0,0,0,0.0,0,0,0.0,0,0,0.0,64213,64300,-0.1,3354,3525,-4.9,5.2,,,,,,,,13.9,14.7,-0.8,42816,33124,77.4,76.8,0.6,56.41,55.33,1.1,16.03,12.15,3.9,2.0,2.0,0.0,1.9,1.0,0.9,137612,,,7888,,,5.7,,,,,,,,,,,86063,62652,72.8,,,72.16,,,1.24,,,1.6,,,0.0,,,18776,18040,58693
2026/04/25,2026/04/13,2026/03/01,L08,박연미의 목돈연구소,1100,,,,,10584,11053,-4.2,17397,49089,49866,125974,125950,289,306,-5.6,2.7,1052,532,97.7,9.9,1.7,1.5,0.2,53.4,53.0,0.4,7180,5509,76.7,73.9,2.8,18.75,18.66,0.1,25.69,25.98,-0.3,8.23,6.90,1.3,8.50,7.81,0.7,0.9,0.9,0.0,1.9,1.2,0.7,50196,49772,0.9,2657,3196,-16.9,5.3,,,,,,,,13.8,15.7,-1.9,36054,29104,80.7,81.0,-0.3,52.72,49.63,3.1,12.98,11.49,1.5,1.6,2.8,-1.2,2.4,1.4,1.0,126043,,,7134,,,5.7,,,,,,,,,,,81299,62359,76.7,,,68.52,,,1.25,,,1.1,,,0.0,,,15600,15346,49622
2026/04/25,2026/04/13,2026/03/01,L09,유민상의 배고픈 라디오,1200,,,,,14754,14875,-0.8,22014,67672,67441,171497,170814,564,557,1.3,3.8,1694,786,115.5,11.5,2.0,1.7,0.3,53.6,52.9,0.7,9171,6893,75.2,74.6,0.6,18.82,19.16,-0.3,24.96,25.35,-0.4,4.96,7.64,-2.7,8.26,6.30,2.0,1.6,1.7,-0.1,2.9,1.2,1.7,67857,68578,-1.1,4477,5168,-13.4,6.6,,,,,,,,16.1,17.7,-1.6,43350,32776,75.6,74.9,0.7,50.87,48.79,2.1,12.60,11.20,1.4,3.6,3.6,0.0,1.8,0.9,0.9,169514,,,12549,,,7.4,,,,,,,,,,,104109,76085,73.1,,,69.40,,,2.06,,,2.2,,,0.0,,,19883,19256,66459
2026/04/25,2026/04/13,2026/03/01,L10,그대의 오후 정엽입니다,1400,,,,,14217,14510,-2.0,20842,67560,68349,182487,181427,737,570,29.3,5.2,1759,767,129.3,12.4,1.9,1.6,0.3,55.4,53.9,1.5,7331,4988,68.0,68.0,0.0,16.25,16.78,-0.5,21.26,21.92,-0.7,4.62,6.39,-1.8,7.02,8.70,-1.7,0.9,1.1,-0.2,2.4,1.1,1.3,68877,71332,-3.4,5420,6312,-14.1,7.9,,,,,,,,19.9,20.3,-0.4,36692,26953,73.5,72.1,1.4,45.76,45.68,0.1,13.45,12.94,0.5,1.8,1.9,-0.1,1.1,0.7,0.4,176544,,,15276,,,8.7,,,,,,,,,,,95757,67379,70.4,,,67.06,,,2.00,,,1.1,,,0.0,,,18583,17592,65476
2026/04/25,2026/04/13,2026/03/01,L11,인생은 오디션,1600,,,,,0,0,,10759,33937,34822,88929,87999,0,0,,,0,0,,,0.0,0.0,0.0,49.2,48.3,0.9,0,0,,,,0.00,0.00,0.0,0,0,0.0,0.00,0.00,0.0,0,0,0.0,0,0,0.0,0,0,0.0,34822,35371,-1.6,1949,2105,-7.4,5.6,,,,,,,,13.6,14.4,-0.8,19270,12943,67.2,66.3,0.9,40.70,41.17,-0.5,10.97,9.32,1.7,2.0,2.2,-0.2,1.1,0.5,0.6,85670,,,4871,,,5.7,,,,,,,,,,,48940,33953,69.4,,,62.14,,,1.02,,,1.3,,,0.0,,,7756,7703,30271
2026/04/25,2026/04/13,2026/03/01,L12,6시 저녁바람 김창완입니다,1800,,,,,9404,9588,-1.9,15253,53774,53986,134566,133515,368,349,5.4,3.9,1238,643,92.5,13.2,1.7,1.7,0.0,44.7,43.3,1.4,5764,4190,72.7,72.2,0.5,16.89,17.34,-0.4,22.75,23.09,-0.3,7.51,7.24,0.3,6.02,4.88,1.1,1.3,1.4,-0.1,1.4,2.6,-1.2,53733,54060,-0.6,3498,4384,-20.2,6.5,,,,,,,,16.3,15.6,0.7,31546,22252,70.5,70.0,0.5,48.21,48.30,-0.1,11.06,13.12,-2.1,2.3,2.6,-0.3,1.6,0.7,0.9,131781,,,9419,,,7.1,,,,,,,,,,,77857,53225,68.4,,,68.42,,,2.31,,,1.5,,,0.0,,,14709,13813,50607
2026/04/25,2026/04/13,2026/03/01,L13,편상욱의 뉴스직격,1700,,,,,0,0,,10596,33768,34965,85407,85322,0,0,,,0,0,,,0.0,0.0,0.0,47.9,46.7,1.2,0,0,,,,0.00,0.00,0.0,0,0,0.0,0.00,0.00,0.0,0,0,0.0,0,0,0.0,0,0,0.0,34965,34117,2.5,1784,1776,0.5,5.1,,,,,,,,12.3,12.9,-0.6,18099,11978,66.2,66.5,-0.3,43.47,42.25,1.2,11.60,7.98,3.6,1.5,1.6,-0.1,0.9,0.5,0.4,83895,,,4218,,,5.0,,,,,,,,,,,44673,28587,64.0,,,63.80,,,1.05,,,0.8,,,0.0,,,7945,7599,30382
2026/04/25,2026/04/13,2026/03/01,L14,김윤상의 뮤직투나잇,2000,,,,,7918,7839,1.0,9658,37308,37401,105384,104324,398,377,5.6,5.0,818,454,80.2,10.3,1.6,1.8,-0.2,33.8,33.4,0.4,5064,3715,73.4,71.5,1.9,22.57,21.87,0.7,24.74,24.17,0.6,4.88,11.85,-7.0,7.96,5.37,2.6,1.9,1.7,0.2,1.9,2.0,-0.1,37398,37905,-1.3,2825,3925,-28.0,7.6,,,,,,,,18.4,18.5,-0.1,23099,16529,71.6,70.1,1.5,41.17,40.56,0.6,6.85,9.55,-2.7,2.9,3.1,-0.2,1.0,0.5,0.5,105605,,,9923,,,9.4,,,,,,,,,,,61803,41842,67.7,,,62.25,,,2.48,,,1.7,,,0.1,,,9939,9666,36121
2026/04/25,2026/04/13,2026/03/01,L15,음악이 흐르는 밤 박은경입니다,2200,,,,,7011,7385,-5.1,8227,29497,30184,83236,82916,276,353,-21.8,3.9,830,445,86.5,11.8,2.1,2.3,-0.2,24.8,25.5,-0.7,4856,3808,78.4,79.1,-0.7,29.20,28.82,0.4,28.19,29.13,-0.9,8.56,12.84,-4.3,8.78,7.74,1.0,2.5,2.1,0.4,3.7,3.4,0.3,30371,30955,-1.9,2504,2932,-14.6,8.2,,,,,,,,19.2,20.4,-1.2,20224,15314,75.7,74.7,1.0,43.17,42.97,0.2,10.23,12.83,-2.6,3.4,3.8,-0.4,1.9,1.2,0.7,81588,,,7702,,,9.4,,,,,,,,,,,49574,36097,72.8,,,62.80,,,2.26,,,2.3,,,0.1,,,8746,8970,29692
2026/04/25,2026/04/13,2026/03/01,M05,김선재의 책하고놀자,0600,,,,,8039,8199,-2.0,0,5862,5693,32523,31557,127,213,-40.4,1.6,382,0,,4.8,4.4,0,4.4,,,,5014,3679,73.4,72.7,0.7,0,0,0.0,33.94,34.22,-0.3,0,0,0.0,7.98,11.16,-3.2,0.7,0.7,0.0,0.0,0.0,0.0,8199,7980,2.7,322,402,-19.9,3.9,,,,,,,,8.1,7.2,0.9,5218,3796,72.7,72.7,0.0,34.22,35.19,-1.0,3.48,6.96,-3.5,1.1,1.0,0.1,0.0,0.0,0.0,28566,,,705,,,2.5,,,,,,,,,,,17770,12460,70.1,,,59.43,,,1.00,,,0.5,,,0.0,,,2009,1758,9224
2026/04/25,2026/04/13,2026/03/01,M07,최영주의 러브FM,0900,,,,,19035,19058,-0.1,0,16051,16142,85321,84713,495,521,-5.0,2.6,1360,0,,7.1,6.0,0,6.0,,,,11505,8532,74.2,72.0,2.2,0,0,0.0,30.24,29.75,0.5,0,0,0.0,10.17,12.71,-2.5,1.2,1.8,-0.6,0.0,0.0,0.0,19058,19225,-0.9,975,1439,-32.2,5.1,,,,,,,,11.9,12.6,-0.7,11981,8628,72.0,71.2,0.8,29.75,30.30,-0.6,4.17,11.43,-7.3,2.8,3.2,-0.4,0.0,0.0,0.0,81646,,,2952,,,3.6,,,,,,,,,,,49914,36427,73.0,,,60.28,,,1.65,,,1.4,,,0.0,,,5016,4969,25948
2026/04/25,2026/04/13,2026/03/01,M10,DJ래피의 드라이브 뮤직,0700,,,,,18918,18508,2.2,0,14138,13613,74116,73008,398,471,-15.5,2.1,1477,0,,7.8,7.6,0,7.6,,,,10770,8222,76.3,75.8,0.5,0,0,0.0,34.70,34.00,0.7,0,0,0.0,6.58,12.42,-5.8,1.9,1.7,0.2,0.0,0.0,0.0,18508,18620,-0.6,789,1156,-31.7,4.3,,,,,,,,10.3,10.5,-0.2,10804,8188,75.8,75.6,0.2,34.00,35.16,-1.2,3.20,11.16,-8.0,2.7,2.7,0.0,0.0,0.0,0.0,68681,,,2299,,,3.3,,,,,,,,,,,37715,27154,72.0,,,61.56,,,2.71,,,1.5,,,0.0,,,4664,4381,22893
2026/04/25,2026/04/13,2026/03/01,M11,DJ래피의 드라이브 뮤직,1600,,,,,10913,11201,-2.6,0,10386,10345,61382,61327,375,427,-12.2,3.4,633,0,,5.8,3.9,0,3.9,,,,5744,3976,69.2,68.3,0.9,0,0,0.0,20.69,20.28,0.4,0,0,0.0,6.09,5.70,0.4,2.1,2.0,0.1,0.0,0.0,0.0,11201,11478,-2.4,832,1154,-27.9,7.4,,,,,,,,14.5,14.1,0.4,6309,4309,68.3,68.8,-0.5,20.28,21.09,-0.8,2.34,7.32,-5.0,3.3,3.7,-0.4,0.0,0.0,0.0,59731,,,2767,,,4.6,,,,,,,,,,,32572,22010,67.6,,,49.30,,,0.65,,,1.4,,,0.0,,,3084,3058,16395
2026/04/25,2026/04/13,2026/03/01,P00,,,,,,,5046,5089,-0.8,8475,28197,29018,84310,84929,201,247,-18.6,4.0,649,333,94.9,12.9,1.6,1.6,0.0,51.2,50.4,0.8,2360,1769,75.0,77.2,-2.2,17.24,16.99,0.3,23.31,22.92,0.4,7.55,7.48,0.1,6.07,7.28,-1.2,1.0,1.0,0.0,0.0,0.0,0.0,29309,29801,-1.7,2428,3017,-19.5,8.3,,,,,,,,17.8,18.0,-0.2,12636,9241,73.1,73.4,-0.3,39.17,38.35,0.8,9.94,10.57,-0.6,1.2,1.3,-0.1,1.1,0.7,0.4,84878,,,7870,,,9.3,,,,,,,,,,,34493,23643,68.5,,,57.24,,,1.95,,,0.6,,,0.0,,,7616,7463,28253
2026/04/25,2026/04/13,2026/03/01,T00,,,,,,,115903,116704,-0.7,186119,354123,356218,640885,635782,5796,5592,3.6,5.0,28782,19027,51.3,24.8,8.6,8.8,-0.2,60.3,59.6,0.7,100921,89930,89.1,89.1,0.0,39.37,40.06,-0.7,51.65,52.27,-0.6,11.47,16.62,-5.1,15.29,18.44,-3.2,2.5,2.5,0.0,5.1,3.9,1.2,356090,355675,0.1,47317,48431,-2.3,13.3,,,,,,,,27.9,28.8,-0.9,318069,289091,90.9,90.6,0.3,72.05,71.23,0.8,26.17,25.26,0.9,5.4,5.5,-0.1,6.0,5.5,0.5,642740,,,127759,,,19.9,,,,,,,,,,,547853,484155,88.4,,,81.68,,,5.54,,,5.0,,,0.4,,,168195,165441,352856
2026/04/26,2026/04/20,2026/03/01,F00,,,,,,,70413,71849,-2.0,84109,278843,283146,525899,523694,2918,3973,-26.6,4.1,22295,16808,32.6,31.7,7.3,8.1,-0.8,52.0,51.5,0.5,58418,51355,87.9,88.2,-0.3,42.06,42.28,-0.2,44.59,44.88,-0.3,15.93,18.18,-2.2,10.82,15.12,-4.3,1.6,1.7,-0.1,11.3,6.2,5.1,278843,283146,-1.5,27950,33955,-17.7,10.0,30345,,,10.9,0,,,26.0,26.0,0.0,238558,214847,90.1,89.8,0.3,68.88,69.14,-0.3,6.78,24.92,-18.1,3.6,4.4,-0.8,3.7,5.6,-1.9,527402,,,90724,,,17.2,,,,,,,,,,,437281,384331,87.9,,,80.69,,,4.22,,,4.3,,,0.3,,,121198,120573,278137
2026/04/26,2026/04/20,2026/03/01,F01,딘딘의 뮤직하이,2300,,,,,5965,5977,-0.2,5644,21781,22650,62482,63353,270,366,-26.2,4.5,970,617,57.2,16.3,3.2,3.8,-0.6,12.2,11.4,0.8,4818,3967,82.3,83.3,-1.0,34.98,34.65,0.3,36.14,37.52,-1.4,14.08,15.29,-1.2,7.65,9.79,-2.1,1.5,1.4,0.1,10.0,7.7,2.3,21781,22650,-3.8,1857,2279,-18.5,8.5,234,,,1.1,0,,,18.1,18.3,-0.2,16853,13862,82.3,82.4,-0.1,42.61,42.96,-0.4,4.91,9.16,-4.2,2.0,2.1,-0.1,4.0,3.6,0.4,64552,,,7041,,,10.9,,,,,,,,,,,48070,38625,80.4,,,59.64,,,0.88,,,1.7,,,0.1,,,6530,6949,22939
2026/04/26,2026/04/20,2026/03/01,F02,애프터 클럽,0100,,,,,3462,3433,0.8,3780,12359,12575,35600,35783,138,139,-0.7,4.0,189,116,62.9,5.5,1.1,1.3,-0.2,31.9,31.0,0.9,2850,2441,85.6,83.8,1.8,36.11,34.24,1.9,33.12,31.94,1.2,12.89,13.51,-0.6,10.79,5.77,5.0,1.4,1.5,-0.1,7.6,6.5,1.1,12359,12575,-1.7,1198,1100,8.9,9.7,156,,,1.3,0,,,19.1,18.2,0.9,9457,8047,85.1,84.8,0.3,42.62,43.39,-0.8,7.27,8.18,-0.9,1.6,1.4,0.2,3.7,3.4,0.3,36981,,,3056,,,8.3,,,,,,,,,,,27114,22428,82.7,,,58.60,,,0.64,,,1.0,,,0.0,,,3723,3848,12777
